Familia,Especie,Nombre comun,Origen,Numero de individuos,Sector
Drosophilidae,Drosophila nebulosa (Mosca del vinagre),Mosca del vinagre,Introducido,2,Bellavista
Asteiidae,Loewimyia fasciata (-),-,Endémico,1,Bellavista
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,6,Bellavista
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,3,Bellavista
Asteiidae,Loewimyia fasciata (-),-,Endémico,1,Bellavista
Phoridae,"Megaselia peckorum (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Endémico,1,Bellavista
Fanniidae,Fannia pusio (Mosca de estiércol de pollo),Mosca de estiércol de pollo,Introducido,1,Bellavista
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,1,Bellavista
Calliphoridae,Lucilia eximia (Mosca verde),Mosca verde,Introducido,1,Bellavista
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Bellavista
Sphaeroceridae,Pullimosina zayensis (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,1,Bellavista
Drosophilidae,Drosophila nebulosa (Mosca del vinagre),Mosca del vinagre,Introducido,2,Bellavista
Sphaeroceridae,Leptocera erythrocera (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,2,Bellavista
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Bellavista
Sphaeroceridae,Pullimosina zayensis (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,1,Bellavista
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,35,Bellavista
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,9,Bellavista
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Bellavista
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Bellavista
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,2,Bellavista
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,15,Bellavista
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,3,Bellavista
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,1,Bellavista
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,5,Bellavista
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Bellavista
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,8,Bellavista
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,1,Bellavista
Vespidae,Polistes versicolor (Avispa de papel),Avispa de papel,Introducido,1,Bellavista
Miridae,Microtechnites bractatus (Chinche de hoja),Chinche de hoja,Introducido,1,Bellavista
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,10,Bellavista
